Код,Номер распоряжения,Район,Адрес,Вид ограничения,Производитель работ,Инн подрядчика,Заказчик,Инн заказчика,Дата начала ограничения,Дата окончания ограничения
184113,745 -2012,адмиралтейский,"наб.крюкова кан., от щепяного пер. до садовой ул.",огранич.движения,зао 'никольские ряды',7826729992,зао 'никольские ряды',7826729992,20.07.2012,05.04.2017
184114,746 -2012,адмиралтейский,"садовая ул., от наб. крюкова канала до никольского пер.",огранич.движения,зао 'никольские ряды',7826729992,зао 'никольские ряды',7826729992,20.07.2012,05.04.2017
184115,747 -2012,адмиралтейский,"никольский пер., от садовой ул. до щепяного пер.",огранич.движения,зао 'никольские ряды',7826729992,зао 'никольские ряды',7826729992,20.07.2012,05.04.2017
184117,748 -2012,адмиралтейский,"щепяной пер., от никольского пер. до наб. крюкова канала",полное закрытие дв.,зао 'никольские ряды',7826729992,зао 'никольские ряды',7826729992,20.07.2012,05.04.2017
193248,170 -2013,петроградский,"дивенская ул., от малой монетной ул. до певческого пер.",полное закрытие дв.,зао 'евромонолит',7802116122,ооо 'прайм-инвестмент',7842337939,12.04.2013,10.10.2015
193250,171 -2013,петроградский,"малая монетная ул., от большой посадской ул. до дивенской ул.",закрытие одного напр,зао 'евромонолит',7802116122,ооо 'прайм-инвестмент',7842337939,12.04.2013,10.10.2015
193252,172 -2013,петроградский,"большая посадская ул., от малой монетной ул. до певческого пер.",огранич.движения,зао 'евромонолит',7802116122,ооо 'прайм-инвестмент',7842337939,12.04.2013,10.10.2015
193255,173 -2013,петроградский,"певческий пер., от дивенской ул. до большой посадской ул.",закрытие одного напр,зао 'евромонолит',7802116122,ооо 'прайм-инвестмент',7842337939,12.04.2013,10.10.2015
194869,389 -2013,петроградский,"певческий пер., от ул. мира до дивенской ул.",закрытие одного напр,зао 'евромонолит',7802116122,ооо 'прайм-инвестмент',7842337939,20.05.2013,10.10.2015
196003,546 -2013,петроградский,"ул.куйбышева, от мичуринской ул. до петроградской наб.",огранич.движения,зао 'усп',7802178922,оао 'скв спб',7803048130,17.06.2013,30.09.2015
202576,1688 -2013,выборгский,"пр.просвещения, (боковой проезд) от пр. художников до ул. кустодиева",полное закрытие дв.,ооо 'мост-сервис',7816087383,спб гку 'управление заказчика',7840014918,01.11.2013,15.06.2014
172762,40 -2014,невский,"3-й рыбацкий проезд, от 4-го рыбацкого проезда до 6-го рыбацкого проезда",полное закрытие дв.,зао 'стройкомплект',7804004248,спб гку 'городское агентство по промышленным инвестициям',7825453163,03.02.2014,30.09.2015
203285,85 -2014,центральный,"поварской пер., от стремянной ул. до колокольной ул.",огранич.движения,ооо 'невский',7838405400,ооо 'невский',7838405400,28.02.2014,20.06.2014
204006,142 -2014,центральный,конюшенная пл.,огранич.движения,ооо 'содис строй',7816237350,зао 'оранж-девелопмент',4720018560,18.03.2014,14.12.2015
204008,143 -2014,центральный,"конюшенный пер., от наб. реки мойки до конюшенной пл.",огранич.движения,ооо 'содис строй',7816237350,зао 'оранж-девелопмент',4720018560,18.03.2014,14.12.2015
204012,144 -2014,центральный,"наб.р.мойки, (четная сторона) от театрального моста до большого конюшенного моста",полное закрытие дв.,ооо 'содис строй',7816237350,зао 'оранж-девелопмент',4720018560,18.03.2014,14.12.2015
204014,145 -2014,центральный,"наб.кан.грибоедова, (нечетная сторона) от театрального моста до ново-конюшенного моста",полное закрытие дв.,ооо 'содис строй',7816237350,зао 'оранж-девелопмент',4720018560,18.03.2014,14.12.2015
204263,169 -2014,московский,"дунайский пр., (боковой проезд) от пулковского шоссе до 5-го предпортового проезда",полное закрытие дв.,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,27.03.2014,29.09.2016
204503,179 -2014,выборгский,"ул.смолячкова, от большого сампсониевского пр. до зеленкова пер.",огранич.движения,зао 'ренейссанс констракшн',7814017341,ооо 'десна глобал',7842356931,01.04.2014,30.08.2015
204505,180 -2014,выборгский,"ловизский пер., от зеленкова пер. до большого сампсониевского пр.",закрытие одного напр,зао 'ренейссанс констракшн',7814017341,ооо 'десна глобал',7842356931,01.04.2014,30.08.2015
204506,181 -2014,выборгский,"зеленков пер., от беловодского пер. до ул. смолячкова",закрытие одного напр,зао 'ренейссанс констракшн',7814017341,ооо 'десна глобал',7842356931,01.04.2014,30.08.2015
205601,243 -2014,адмиралтейский,"ул.красуцкого, от московского пр. до конца улицы",огранич.движения,зао 'юит санкт-петербург',7814313164,зао 'юит санкт-петербург',7814313164,21.04.2014,03.02.2016
206205,289 -2014,фрунзенский,"бухарестская ул., от ул. димитрова до пр. славы",огранич.движения,зао 'управление-15 метрострой',7810165638,спб гку 'дирекция транспортного строительства',7825342390,01.05.2014,31.12.2015
209113,633 -2014,петроградский,"корпусная ул., от ул.большой зеленина до ул.малой зеленина",огранич.движения,ооо 'гск № 1',7804456269,ооо 'ик 'строительный трест',7804181303,08.07.2014,20.05.2017
209115,634 -2014,петроградский,"большая зеленина ул., от корпусной ул. до ул.глухой зеленина",огранич.движения,ооо 'гск № 1',7804456269,ооо 'ик 'строительный трест',7804181303,08.07.2014,20.05.2017
209662,695 -2014,василеостровский,"г. санкт-петербург, 10-11 линии в.о., от большого пр. в.о. до наб. лейтенанта шмидта",огранич.движения,ооо 'стройкомплект',7804300920,зао 'балтстрой',7804079525,21.07.2014,08.04.2015
209663,696 -2014,василеостровский,"кадетский пер., от 9-й линии в.о. до 10-й линии в.о.",полное закрытие дв.,ооо 'стройкомплект',7804300920,зао 'балтстрой',7804079525,21.07.2014,08.04.2015
209664,697 -2014,василеостровский,"большой пр.в.о., (боковой проезд)четная сторона, от 10-й линии в.о. до 9-й линии в.о.",полное закрытие дв.,ооо 'стройкомплект',7804300920,зао 'балтстрой',7804079525,21.07.2014,08.04.2015
211118,1008 -2014,адмиралтейский,"гражданская ул., от вознесенского пр. до столярного пер.",полное закрытие дв.,ооо'инженерная компания',7820031841,ооо 'петербурггаз',7838017541,19.08.2014,11.08.2015
211119,1009 -2014,адмиралтейский,"гражданская ул., от столярного пер. до пер. гривцова",полное закрытие дв.,ооо'инженерная компания',7820031841,ооо 'петербурггаз',7838017541,19.08.2014,11.08.2015
211120,1010 -2014,адмиралтейский,"г. санкт-петербург, перекресток гражданской ул., пер. гривцова, наб. канала грибоедова",огранич.движения,ооо'инженерная компания',7820031841,ооо 'петербурггаз',7838017541,19.08.2014,11.08.2015
211180,1061 -2014,приморский,"туристская ул., от ул. оптиков до  мебельной ул.",полное закрытие дв.,оао 'метрострой',7813046910,спб гку 'дирекция транспортного строительства',7825342390,07.08.2014,31.12.2018
211227,1033 -2014,петроградский,"барочная ул., (нечетная сторон) от левашовского пр. до наб. реки карповки",огранич.движения,ооо 'су-121',4716030420,ооо 'метропаркинг',7816482827,04.08.2014,31.12.2018
211521,1092 -2014,василеостровский,"г.санкт-петербург, 14-15 линия в.о. от камской ул. до конца линии",огранич.движения,ооо 'стик',7813397860,комитет по строительству,7830002342,12.08.2014,13.03.2015
211522,1093 -2014,василеостровский,"камская ул., от 14-15 линии в.о. до смоленского моста",огранич.движения,ооо 'стик',7813397860,комитет по строительству,7830002342,12.08.2014,13.03.2015
211787,1161 -2014,петроградский,"ждановская ул., от петровского пер. до гимназического пер.",огранич.движения,ооо 'ск-балтикс',7807336393,ооо 'экоинвест',7842347415,15.08.2014,31.03.2016
211791,1162 -2014,петроградский,"петровский пер., от ждановской наб. до ждановской ул.",полное закрытие дв.,ооо 'ск-балтикс',7807336393,ооо 'экоинвест',7842347415,16.08.2014,31.03.2016
212607,1348 -2014,петроградский,"футбольная аллея, от северной дороги до велосипедной аллеи",полное закрытие дв.,комитет по строительству,7830002342,комитет по строительству,7830002342,25.08.2014,30.06.2016
214795,1692 -2014,калининский,"ул.ольги форш, от пр. просвещения до учительской ул.",полное закрытие дв.,спб гку 'управление заказчика',7840014918,спб гку 'управление заказчика',7840014918,08.10.2014,30.09.2015
214977,1741 -2014,петроградский,"лахтинская ул., от чкаловского пр. до малого пр. п.с. (этап 1)",закрытие одного напр,ооо 'прогресс',7811339083,приход храма святой блаженной ксении петербургской,7813170594,13.10.2014,31.08.2015
215320,1776 -2014,московский,"кузнецовская ул., от кубинской ул. до новоизмайловского пр. (этап 1)",полное закрытие дв.,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,18.10.2014,04.07.2015
215321,1777 -2014,московский,"кузнецовская ул., от новоизмайловского пр. до варшавской ул. (этап 1)",полное закрытие дв.,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,18.10.2014,04.07.2015
216774,1943 -2014,центральный,"наб.р.фонтанки, (нечетная сторона) от пл.белинского до замковой ул. (этапы 2 и 3 последовательно)",огранич.движения,ооо 'стройкомплект',7804300920,большой санкт-петербургский государственный цирк,7803052993,13.11.2014,26.10.2015
216776,1944 -2014,центральный,"пл.белинского, (этапы 2 и 3 последовательно)",огранич.движения,ооо 'стройкомплект',7804300920,большой санкт-петербургский государственный цирк,7803052993,13.11.2014,26.10.2015
216777,1945 -2014,центральный,"инженерная ул., от пл.белинского до кленовой ул. (этапы 2 и 3 последовательно)",огранич.движения,ооо 'стройкомплект',7804300920,большой санкт-петербургский государственный цирк,7803052993,13.11.2014,26.10.2015
217015,1962 -2014,петроградский,"рыбацкая ул., от большого пр. п.с. до малого пр. п.с.",огранич.движения,ооо 'реди',7826065325,ооо 'реди',7826065325,17.11.2014,15.11.2015
217016,1963 -2014,петроградский,"малый пр.п.с., от рыбацкой ул. до ижорской ул.",огранич.движения,ооо 'реди',7826065325,ооо 'реди',7826065325,17.11.2014,15.11.2015
217202,1968 -2014,красносельский,"ул.маршала казакова, от ул.десантников до ул.котина (этапы 1,2,3 последовательно)",огранич.движения,ооо мк-20сх,7802496989,спб гку 'дирекция транспортного строительства',7825342390,22.11.2014,31.08.2015
217206,1970 -2014,красносельский,"ул.маршала казакова, от ул.котина до пр.маршала жукова (этапы 1,2,3 последовательно)",огранич.движения,ооо мк-20сх,7802496989,спб гку 'дирекция транспортного строительства',7825342390,22.11.2014,31.08.2015
217217,1971 -2014,красносельский,"ул.маршала казакова, от пр.маршала жукова до пр.стачек (этапы 1,2,3 последовательно)",огранич.движения,ооо мк-20сх,7802496989,спб гку 'дирекция транспортного строительства',7825342390,22.11.2014,31.08.2015
217482,2003 -2014,центральный,"дегтярный пер., от заячего пер. до новгородской ул. (этап 3)",полное закрытие дв.,ооо 'электрострой',7811501635,ао 'спб эс',7826074344,26.11.2014,30.05.2015
217501,2007 -2014,пушкинский,"московское шоссе, мост через р.славянка (этап 1)",огранич.движения,оао 'мостоотряд №19',7807002721,спб гку 'дирекция транспортного строительства',7825342390,27.11.2014,31.05.2015
217733,2018 -2014,адмиралтейский,"наб.кан.грибоедова, (четная сторона) от пр.римского корсакова до никольской пл. (этап 1)",полное закрытие дв.,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,03.12.2014,01.12.2015
218496,2078 -2014,петроградский,"наб.р.малой невки, у д.3 от каменноостровского пр. до конца набережной",огранич.движения,ооо 'меридиан',7805439562,зао 'по 'возрождение',7811062995,18.12.2014,15.12.2015
218799,2101 -2014,петроградский,"ул.чапаева, от ул.мира до большой монетной ул. (этап 2)",огранич.движения,зао 'юит санкт-петербург',7814313164,зао 'юит санкт-петербург',7814313164,04.01.2015,31.12.2015
219005,2113 -2014,кировский,"дор.на турухтанные острова, от кронштадтской ул. до д.24 на турухтанные острова, включая перекрестки",огранич.движения,ооо ук 'росинвестстрой',7810469837,ооо 'галактика',4715015605,22.12.2014,15.02.2015
219125,2124 -2014,адмиралтейский,"введенский кан., от наб.реки фонтанки до загородного пр., включая перекресток с лазаретным пер.",полное закрытие дв.,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,30.12.2014,30.09.2015
219127,2125 -2014,адмиралтейский,"введенский кан., от загородного пр. до наб.обводного канала",полное закрытие дв.,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,30.12.2014,30.09.2015
219119,2139 -2014,фрунзенский,"бухарестская ул., (нечетная сторона) от дунайского пр. до ул.ярослава гашека (этап 1)",огранич.движения,зао 'сму- 11 метрострой',7825103970,спб гку 'дирекция транспортного строительства',7825342390,01.01.2015,31.12.2015
219653,10 -2015,василеостровский,"ул.кораблестроителей, (боковой проезд нечетной стороны) от капитанской ул. до адмиральского проезда",полное закрытие дв.,оао 'метрострой',7813046910,спб гку 'дирекция транспортного строительства',7825342390,18.01.2015,31.12.2015
220014,43 -2015,московский,"заозёрная ул., (нечетная сторона) от наб. обводного канала до смоленской ул.",огранич.движения,зао'сму-2',7808025665,зао 'северный город',7825005179,27.01.2015,13.11.2018
220217,45 -2015,выборгский,"суздальский пр., от выборгского шоссе до ул. жени егоровой",полное закрытие дв.,зао 'лендорстрой-2',7830000176,спб гку 'дирекция транспортного строительства',7825342390,29.01.2015,30.09.2015
220220,46 -2015,выборгский,"г. санкт-петербург, перекресток выборгского шоссе и суздальского пр.",огранич.движения,зао 'лендорстрой-2',7830000176,спб гку 'дирекция транспортного строительства',7825342390,29.01.2015,30.09.2015
220409,54 -2015,петроградский,"2-я берёзовая аллея, у летней аллеи",полное закрытие дв.,ооо 'а-проект',7805397665,спб гку 'дирекция транспортного строительства',7825342390,01.02.2015,15.12.2015
220742,71 -2015,центральный,"наб.р.фонтанки, от наб. кутузова до ул. оружейника федорова , включая перекресток с ул. чайковского",огранич.движения,ооо 'геоизол',7811077889,спб гку 'дирекция транспортного строительства',7825342390,07.02.2015,20.12.2015
220807,67 -2015,адмиралтейский,"садовая ул., (нечетная сторона) от наб. канала грибоедова до лермонтовского пр.",огранич.движения,ооо 'диамант групп',7839383004,ооо 'диамант групп',7839383004,11.02.2015,31.05.2016
220888,76 -2015,василеостровский,"наб.макарова, от 4-5-й линий в.о. до тучкова моста",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220890,77 -2015,василеостровский,"наб.р.смоленки, от 8-9-й линий в.о. до 4-5-й линий в.о.",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220891,78 -2015,василеостровский,"г. санкт-петербург, 2-3-я линии от наб. макарова до малого пр. в.о.",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220893,79 -2015,василеостровский,"г. санкт-петербург, 2-3-я линии от малого пр. в.о. до среднего пр. в.о.",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220895,80 -2015,василеостровский,"г. санкт-петербург, 2-3-я линии в.о. от среднего пр. в.о. до большого пр. в.о.",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220896,81 -2015,василеостровский,"г. санкт-петербург, 4-5-я линии в.о. от среднего пр. в.о. до малого пр. в.о.",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220897,82 -2015,василеостровский,"г. санкт-петербург, 4-5-я линии в.о. от большого пр. в.о. до среднего пр. в.о.",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220900,83 -2015,василеостровский,"г. санкт-петербург, перекресток наб. макарова и кадетской линии в.о.",огранич.движения,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220901,84 -2015,василеостровский,"наб.макарова, от кадетской линии в.о. до среднего пр. в.о.",закрытие одного напр,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
220902,85 -2015,василеостровский,"г. санкт-петербург, перекресток наб. макарова и тучкова пер.",огранич.движения,зао 'сму- 11 метрострой',7825103970,гуп 'петербургский метрополитен',7830000970,09.02.2015,30.04.2015
221078,98 -2015,красносельский,"ул.рихарда зорге, (четная сторона) от брестского бульвара до пр. кузнецова",огранич.движения,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,18.02.2015,15.10.2015
221183,99 -2015,красносельский,"ул.рихарда зорге, у пр. кузнецова",огранич.движения,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,18.02.2015,15.10.2015
221319,96 -2015,василеостровский,"малый пр.в.о., от наличной ул. до парусной ул. (этап 1)",огранич.движения,ооо 'стис',7805143710,гуп 'водоканал санкт-петербурга',7830000426,28.02.2015,30.06.2016
221659,109 -2015,адмиралтейский,"наб.р.фонтанки, (нечетная сторона) от пер.макаренко до наб. крюкова канала",огранич.движения,ао 'нежилой фонд консалт',7825364604,ао 'нежилой фонд консалт',7825364604,24.02.2015,31.10.2015
221674,110 -2015,петроградский,"ул.мира, (нечетная сторона) от певческого пер. до ул.котовского",огранич.движения,зао'сму-2',7808025665,ооо 'норд сити',7810037467,25.02.2015,10.07.2015
221958,125 -2015,адмиралтейский,"пер.лодыгина, от рижского пр. до курляндской ул. (этап 2)",полное закрытие дв.,ооо 'строй-терминал',7811339365,ооо 'вита-строй',7842353923,03.03.2015,31.12.2015
221987,138 -2015,московский,"ул.ленсовета, от алтайской ул. до южного проезда ул.типанова (этап 10)",полное закрытие дв.,зао 'абз-дорстрой',7811099353,зао 'абз-дорстрой',7811099353,01.05.2015,30.07.2015
221988,139 -2015,московский,"ул.ленсовета, от чётной стороны ул.типанова до южного проезда ул.типанова, включая перекрестки",закрытие одного напр,зао 'абз-дорстрой',7811099353,спб гку 'дирекция транспортного строительства',7825342390,01.05.2015,30.07.2015
221989,140 -2015,московский,"ул.типанова, (южный проезд) от демонстрационного проезда до ул.ленсовета (этап 10)",огранич.движения,зао 'абз-дорстрой',7811099353,спб гку 'дирекция транспортного строительства',7825342390,01.05.2015,30.07.2015
221990,141 -2015,московский,"г.санкт-петербург, перекресток ул.ленсовета и алтайской ул. (этап 10)",полное закрытие дв.,зао 'абз-дорстрой',7811099353,спб гку 'дирекция транспортного строительства',7825342390,01.05.2015,30.07.2015
222368,146 -2015,центральный,"9-я советская ул., (нечетная сторона) от греческого пр. до фуражного пер.",огранич.движения,ооо 'профиль',7802182380,ооо 'балт инвест групп',7814470696,17.03.2015,09.12.2015
222637,157 -2015,пушкинский,"школьная ул., от ул. генерала хазова до бульв. алексея толстого",полное закрытие дв.,ооо 'р-э-с',7802790677,гуп 'тэк спб',7830001028,19.03.2015,15.06.2015
222643,158 -2015,пушкинский,"школьная ул., от четной стороны бульв. алексея толстого до нечетной стороны бульв. алексея толстого",закрытие одного напр,ооо 'р-э-с',7802790677,гуп 'тэк спб',7830001028,19.03.2015,15.06.2015
222662,164 -2015,адмиралтейский,"наб.р.мойки, (четная сторона) от ул. глинки до четной стороны наб. крюкова канала",полное закрытие дв.,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,20.08.2015
222663,163 -2015,адмиралтейский,"наб.крюкова кан., (четная сторона) от наб. реки мойки до ул. декабристов",полное закрытие дв.,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,20.08.2015
222664,165 -2015,адмиралтейский,"пер.матвеева, от наб. реки мойки до ул. декабристов",закрытие одного напр,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,20.08.2015
222892,167 -2015,калининский,"ул.комиссара смирнова, от лесного пр. до ул. академика лебедева",огранич.движения,ооо 'строй-мастер',7802366549,ооо 'строй-мастер',7802366549,01.04.2015,01.10.2015
222932,172 -2015,пушкинский,"московское шоссе, у колпинского шоссе",огранич.движения,оао 'мостоотряд №19',7807002721,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,31.08.2015
223060,186 -2015,адмиралтейский,"г. санкт-петербург, перекресток ул. глинки и северного проезда вдоль консерватории",огранич.движения,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,24.03.2015,30.06.2015
223067,191 -2015,адмиралтейский,"ул.глинки, от ул. декабристов до южного проезда театральной площади, включая перекрестки",огранич.движения,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,16.05.2015,30.06.2015
223068,192 -2015,адмиралтейский,"г.санкт-петербург,южный проезд театральной площади от ул.глинки до восточного проезда театральной пл",полное закрытие дв.,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,16.05.2015,30.06.2015
223134,198 -2015,выборгский,"ул.доктора короткова, от боткинской ул. до конца улицы (этап 1)",полное закрытие дв.,ао 'гуов',7703702341,ао 'гуов',7703702341,27.03.2015,17.01.2016
223222,202 -2015,калининский,"г. санкт-петербург, проезд вдоль ж/д от меншиковского пр. до пискарёвского пр.",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223223,203 -2015,калининский,"меншиковский пр., от пр.непокорённых до конца улицы",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223226,204 -2015,калининский,"меншиковский пр., от пр.непокорённых до ул.верности",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223228,205 -2015,калининский,"ул.верности, от меншиковского пр. до ул. руставели",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223230,206 -2015,калининский,"пискарёвский пр., (боковой проезд) от ул. руставели до пр. непокорённых",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223232,208 -2015,калининский,"пискарёвский пр., (боковой проезд) у д.50,лит.а",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223233,209 -2015,калининский,"пр.непокорённых, от пискарёвского пр. до меншиковского пр.",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223234,210 -2015,калининский,"шафировский пр., (боковой проезд) от пискарёвского пр. до ж/д переезда",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223235,211 -2015,калининский,"шафировский пр., (боковой проезд) от ж/д переезда до пискарёвского пр.",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223253,212 -2015,красногвардейский,"пискарёвский пр., (боковой проезд) от волго-донского пр. до шафировского пр.",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223254,213 -2015,красногвардейский,"пискарёвский пр., (нечетная сторона, боковой проезд) от шафировского пр. до ул. руставели",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,01.04.2015,22.06.2015
223360,217 -2015,василеостровский,"малый пр.в.о., от ул.нахимова до парусной ул. (этап 1)",огранич.движения,ооо 'стис',7805143710,гуп 'водоканал санкт-петербурга',7830000426,31.03.2015,30.06.2016
223362,216 -2015,калининский,"гражданский пр., (боковой проезд) от суздальского пр. до пр. просвещения",огранич.движения,ооо'инженерная компания',7820031841,спб гку 'управление заказчика',7840014918,03.04.2015,15.10.2015
223365,218 -2015,красногвардейский,"малоохтинская наб., (боковой проезд) от большеохтинского моста до малоохтинского моста",закрытие одного напр,ао 'мфк 'лахта центр',7838392359,ао 'мфк 'лахта центр',7838392359,31.03.2015,09.06.2016
223511,234 -2015,василеостровский,"наличная ул., (боковой проезд нечетной стороны) от малого пр.в.о. до ул.нахимова (этап 2)",огранич.движения,ооо 'меридиан',7838446029,оао 'ленэнерго',7803002209,17.07.2015,30.09.2015
223514,235 -2015,василеостровский,"наличная ул., (боковой проезд четной стороны) от новосмоленской наб. до ул.нахимова (этап 2)",огранич.движения,ооо 'меридиан',7838446029,оао 'ленэнерго',7803002209,17.07.2015,30.09.2015
223517,236 -2015,василеостровский,"новосмоленская наб., от ул.кораблестроителей до наличной ул. (этап 2)",огранич.движения,ооо 'меридиан',7838446029,оао 'ленэнерго',7803002209,17.07.2015,30.09.2015
223659,230 -2015,выборгский,"поклонногорская ул., от пр. энгельса до железной дороги, включая перекрестки",полное закрытие дв.,оао 'мостоотряд №19',7807002721,спб гку 'дирекция транспортного строительства',7825342390,04.04.2015,20.12.2016
223660,231 -2015,приморский,"поклонногорская ул., от афонской ул. до железной дороги, включая перекрестки",полное закрытие дв.,оао 'мостоотряд №19',7807002721,спб гку 'дирекция транспортного строительства',7825342390,04.04.2015,20.12.2016
223661,237 -2015,василеостровский,"шкиперский проток, от детской ул. до ул. шевченко",огранич.движения,ооо 'меридиан',7838446029,оао 'ленэнерго',7803002209,17.07.2015,30.09.2015
223662,238 -2015,василеостровский,"шкиперский проток, от ул. шевченко до карташихина",огранич.движения,ооо 'меридиан',7838446029,оао 'ленэнерго',7803002209,17.07.2015,30.09.2015
223744,242 -2015,центральный,"ул.смольного, от ул. пролетарской диктатуры до смольной наб.",огранич.движения,оао'мостострой №6',7812046562,арбитражный суд города санкт-петербурга и ленинградской области,7812033997,07.04.2015,30.06.2016
223795,247 -2015,невский,"ул.бабушкина, (боковой проезд) в створе ул. чернова",огранич.движения,ооо 'стс',7838018190,ооо 'бабушкина-2',7802771240,31.05.2015,09.06.2015
223909,259 -2015,адмиралтейский,"ул.марата, от подъездного пер. до звенигородской ул.",закрытие одного напр,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,11.04.2015,19.06.2015
224076,275 -2015,московский,"пр.космонавтов, (боковой проезд) от звёздной ул. до ул. орджоникидзе",полное закрытие дв.,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,13.04.2015,10.08.2015
224088,280 -2015,адмиралтейский,"пер.матвеева, от наб.реки мойки до ул.декабристов",огранич.движения,ооо 'по 'усп',7802229398,ооо 'особняк',7839468603,13.04.2015,20.08.2015
224090,281 -2015,адмиралтейский,"наб.р.мойки, (четная сторона) от наб.крюкова канала (нечетная сторона) до пер.матвеева",огранич.движения,ооо 'по 'усп',7802229398,ооо 'особняк',7839468603,13.04.2015,20.08.2015
224091,282 -2015,адмиралтейский,"наб.крюкова кан., (нечетная сторона) от наб.реки мойки до ул.декабристов",полное закрытие дв.,ооо 'по 'усп',7802229398,ооо 'особняк',7839468603,13.04.2015,20.08.2015
224240,285 -2015,центральный,"4-я советская ул., от греческого пр. до суворовского пр.",огранич.движения,ооо 'орион',7810513638,ооо 'северная эстейт',7842008765,14.04.2015,30.06.2015
224341,300 -2015,приморский,"туристская ул., от ул. савушкина до приморского пр.",полное закрытие дв.,оао 'метрострой',7813046910,спб гку 'дирекция транспортного строительства',7825342390,17.04.2015,30.04.2017
224398,302 -2015,красносельский,"старо-пановский мост, (этапы 1,2,3 последовательно)",огранич.движения,ооо 'евроавтодор',7813557224,спб гку 'дирекция транспортного строительства',7825342390,20.04.2015,31.10.2015
224449,308 -2015,центральный,"виленский пер., от ул.радищева до фонтанной ул. (этап 1)",полное закрытие дв.,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,20.04.2015,17.08.2015
